City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Weather,Rainfall over last hr (inches),Snowfall over last hr (inches)
297,Ludvika,SE,60.15,15.19,66.0,73,2,5.01,clear sky,0.0,0.0
298,Campo Maior,BR,-4.83,-42.17,84.78,65,87,2.73,overcast clouds,0.0,0.0
299,Santa Isabel Do Rio Negro,BR,-0.41,-65.02,81.48,83,91,2.75,light rain,0.5,0.0
300,Kez,RU,57.9,53.72,44.26,78,0,5.86,clear sky,0.0,0.0
301,Brae,GB,60.4,-1.35,57.2,87,50,16.11,scattered clouds,0.0,0.0
302,Jizan,SA,17.33,42.67,95.0,50,40,6.93,scattered clouds,0.0,0.0
303,Buraydah,SA,26.33,43.98,93.2,23,0,11.41,clear sky,0.0,0.0
304,Quatre Cocos,MU,-20.21,57.76,72.0,73,40,16.11,scattered clouds,0.0,0.0
305,Tanout,NE,14.97,8.89,96.89,12,56,4.05,broken clouds,0.0,0.0
306,Syracuse,IT,37.09,15.28,78.8,56,0,10.29,clear sky,0.0,0.0
307,Rio Gallegos,AR,-51.62,-69.22,39.2,80,40,14.99,scattered clouds,0.0,0.0
308,Villanueva,HN,15.32,-88.0,95.0,50,40,13.87,scattered clouds,0.0,0.0
309,Boddam,GB,57.47,-1.78,61.0,77,0,12.75,clear sky,0.0,0.0
310,Inirida,CO,3.87,-67.92,79.27,94,100,1.12,moderate rain,2.0,0.0
311,Jacareacanga,BR,-6.22,-57.75,91.47,44,2,3.69,clear sky,0.0,0.0
312,Westport,US,41.14,-73.36,84.99,54,1,11.41,clear sky,0.0,0.0
313,Prado,BR,-17.34,-39.22,73.87,77,4,4.7,clear sky,0.0,0.0
314,Yar-Sale,RU,66.83,70.83,46.49,65,72,15.99,broken clouds,0.0,0.0
315,Tias,ES,28.96,-13.64,73.4,64,20,19.46,few clouds,0.0,0.0
316,Labytnangi,RU,66.66,66.42,46.56,66,95,17.36,overcast clouds,0.0,0.0
317,Cervo,ES,43.67,-7.41,66.99,75,100,5.01,overcast clouds,0.0,0.0
318,Arlit,NE,18.74,7.39,99.93,7,0,13.85,clear sky,0.0,0.0
319,Kazerun,IR,29.62,51.65,79.99,15,0,2.62,clear sky,0.0,0.0
320,Ambilobe,MG,-13.2,49.05,71.64,90,43,4.18,scattered clouds,0.0,0.0
321,Saint-Francois,FR,46.42,3.91,64.99,63,100,1.12,overcast clouds,0.0,0.0
322,Benjamin Constant,BR,-4.38,-70.03,89.6,74,75,3.36,thunderstorm,0.0,0.0
323,Toamasina,MG,-18.17,49.38,66.2,93,75,11.41,light rain,0.0,0.0
324,Porto Velho,BR,-8.76,-63.9,89.6,52,40,5.82,scattered clouds,0.0,0.0
325,Hun,LY,29.13,15.95,84.13,33,0,19.37,clear sky,0.0,0.0
326,Kovylkino,RU,54.04,43.91,63.59,92,87,4.88,moderate rain,1.3,0.0
327,Sistranda,NO,63.73,8.83,77.0,50,76,5.82,broken clouds,0.0,0.0
328,Naryan-Mar,RU,67.67,53.09,41.56,90,100,23.98,light rain,0.5,0.0
329,Gamba,GA,-2.65,10.0,73.4,94,59,5.91,broken clouds,0.0,0.0
330,Carahue,CL,-38.7,-73.17,51.8,87,90,12.75,light intensity shower rain,0.0,0.0
331,Banda Aceh,ID,5.56,95.32,80.17,76,74,6.6,light rain,0.1,0.0
332,Amos,CA,48.57,-78.12,89.6,29,75,10.29,broken clouds,0.0,0.0
333,Tuapse,RU,44.11,39.07,69.31,83,27,10.58,scattered clouds,0.0,0.0
334,Leh,IN,34.17,77.58,51.19,45,23,4.36,few clouds,0.0,0.0
335,Saint-Augustin,CA,51.23,-58.65,57.9,55,62,9.15,broken clouds,0.0,0.0
336,Bathsheba,BB,13.22,-59.52,86.0,74,20,19.46,few clouds,0.0,0.0
337,Caravelas,BR,-17.71,-39.25,73.74,77,44,3.67,scattered clouds,0.0,0.0
338,Marystown,CA,47.17,-55.15,52.77,77,100,12.62,overcast clouds,0.0,0.0
339,Nampula,MZ,-15.12,39.27,68.0,77,16,10.29,few clouds,0.0,0.0
340,Dubti,ET,11.74,41.09,95.2,25,39,8.19,scattered clouds,0.0,0.0
341,Camargo,MX,27.67,-105.17,92.86,18,26,2.82,scattered clouds,0.0,0.0
342,Uyemskiy,RU,64.47,40.85,48.2,66,40,4.47,scattered clouds,0.0,0.0
343,Leo,BF,11.1,-2.1,84.83,46,48,5.99,scattered clouds,0.0,0.0
344,Priyutovo,RU,53.9,53.93,57.9,92,4,6.31,light rain,0.4,0.0
345,Havre-Saint-Pierre,CA,50.23,-63.6,60.8,63,1,9.17,clear sky,0.0,0.0
346,Aqtobe,KZ,50.28,57.21,55.4,37,0,4.47,clear sky,0.0,0.0
347,Henties Bay,NA,-22.12,14.28,68.0,36,75,7.7,broken clouds,0.0,0.0
348,Vredendal,ZA,-31.67,18.5,56.84,91,2,4.68,clear sky,0.0,0.0
349,Sulina,RO,45.16,29.65,69.8,81,97,7.81,light rain,0.1,0.0
350,Seligenstadt,DE,50.04,8.97,66.99,86,34,3.49,scattered clouds,0.0,0.0
351,Takoradi,GH,4.88,-1.76,76.87,86,76,9.78,broken clouds,0.0,0.0
352,South Venice,US,27.05,-82.42,96.01,70,1,9.17,clear sky,0.0,0.0
353,Olbia,IT,40.92,9.49,71.6,46,0,20.8,clear sky,0.0,0.0
354,Rapar,IN,23.57,70.63,86.76,67,61,19.08,broken clouds,0.0,0.0
355,Kalmunai,LK,7.42,81.82,83.08,75,100,3.33,overcast clouds,0.0,0.0
356,La Asuncion,VE,11.03,-63.86,91.4,59,19,16.11,few clouds,0.0,0.0
357,Adrar,MR,20.5,-10.07,102.45,13,26,10.31,scattered clouds,0.0,0.0
358,Aksu,CN,41.12,80.26,69.67,33,60,4.45,broken clouds,0.0,0.0
359,Muli,MV,2.92,73.57,83.89,78,100,11.61,overcast clouds,0.0,0.0
360,Sept-Iles,CA,50.2,-66.38,60.01,67,75,5.82,broken clouds,0.0,0.0
361,Raduzhnyy,RU,62.1,77.47,49.35,82,100,12.46,overcast clouds,0.0,0.0
362,Oistins,BB,13.07,-59.53,86.0,74,20,19.46,few clouds,0.0,0.0
363,Porto Santo,PT,33.07,-16.34,69.8,77,75,12.75,broken clouds,0.0,0.0
364,Codrington,AU,-38.27,141.97,43.95,91,86,4.97,overcast clouds,0.0,0.0
365,Trairi,BR,-3.28,-39.27,80.29,77,5,10.18,light rain,0.2,0.0
366,Verkhnetulomskiy,RU,68.61,31.8,50.0,66,26,4.47,scattered clouds,0.0,0.0
367,Saint-Jean-De-Braye,FR,47.91,1.98,66.99,63,44,4.7,scattered clouds,0.0,0.0
368,Mabaruma,GY,8.2,-59.78,86.25,61,23,7.7,few clouds,0.0,0.0
369,Razole,IN,16.48,81.83,83.08,75,99,7.9,overcast clouds,0.0,0.0
370,Mbandaka,CD,0.05,18.26,74.52,57,54,2.37,broken clouds,0.0,0.0
371,Ocho Rios,JM,18.4,-77.1,87.01,80,38,13.0,light rain,0.6,0.0
372,Wabana,CA,47.63,-52.95,46.99,81,75,13.87,broken clouds,0.0,0.0
373,Sal Rei,CV,16.18,-22.92,77.0,73,75,14.99,broken clouds,0.0,0.0
374,Lahij,YE,13.17,44.58,91.99,47,93,4.09,overcast clouds,0.0,0.0
375,Dobryanka,RU,58.46,56.42,48.2,76,2,4.47,clear sky,0.0,0.0
376,Krosno Odrzanskie,PL,52.05,15.1,57.99,39,100,9.33,overcast clouds,0.0,0.0
377,Stupino,RU,54.9,38.07,66.2,88,99,11.18,overcast clouds,0.0,0.0
378,Sarkand,KZ,45.41,79.92,48.04,56,0,4.88,clear sky,0.0,0.0
379,Kudahuvadhoo,MV,2.67,72.89,83.95,77,100,10.67,overcast clouds,0.0,0.0
380,Jyvaskyla,FI,62.24,25.72,64.4,59,2,5.82,clear sky,0.0,0.0
381,Serabu,SL,7.8,-12.05,75.0,95,36,2.55,scattered clouds,0.0,0.0
382,Pavilosta,LV,56.89,21.19,69.8,88,80,6.93,broken clouds,0.0,0.0
383,Boundiali,CI,9.52,-6.49,78.53,69,12,6.38,few clouds,0.0,0.0
384,Piacabucu,BR,-10.41,-36.43,76.39,81,3,13.78,light rain,0.2,0.0
385,Manacapuru,BR,-3.3,-60.62,87.8,58,40,12.75,scattered clouds,0.0,0.0
386,Havoysund,NO,71.0,24.66,44.6,87,0,8.05,clear sky,0.0,0.0
387,Beirut,LB,33.89,35.49,77.0,73,20,12.75,few clouds,0.0,0.0
388,Inhambane,MZ,-23.86,35.38,65.01,81,0,6.62,clear sky,0.0,0.0
389,Sao Joao Da Barra,BR,-21.64,-41.05,80.6,61,0,13.87,clear sky,0.0,0.0
390,Pascagoula,US,30.37,-88.56,93.2,52,75,8.05,broken clouds,0.0,0.0
391,Vardo,NO,70.37,31.11,43.2,84,2,4.9,clear sky,0.0,0.0
392,Abaza,RU,52.66,90.09,49.93,91,100,2.3,overcast clouds,0.0,0.0
393,Sorland,NO,67.67,12.69,57.63,66,0,10.18,clear sky,0.0,0.0
394,Rozivka,UA,46.94,35.77,68.11,77,46,3.71,scattered clouds,0.0,0.0
395,Leningradskiy,RU,69.38,178.42,51.48,54,36,4.61,scattered clouds,0.0,0.0
396,Derzhavinsk,KZ,51.1,66.32,60.28,36,0,15.48,clear sky,0.0,0.0
397,Nurota,UZ,40.56,65.69,73.4,27,0,9.17,clear sky,0.0,0.0
398,Goure,NE,13.98,10.27,96.01,16,3,1.99,clear sky,0.0,0.0
399,Atbasar,KZ,51.8,68.33,56.26,45,11,13.24,few clouds,0.0,0.0
400,Salinopolis,BR,-0.61,-47.36,81.48,83,6,11.25,light rain,0.2,0.0
401,Cururupu,BR,-1.83,-44.87,82.49,72,4,5.88,clear sky,0.0,0.0
402,Shahrud,IR,36.42,54.98,86.45,13,99,14.61,overcast clouds,0.0,0.0
403,Olyka,UA,50.72,25.81,64.99,96,99,6.85,overcast clouds,0.0,0.0
404,Tera,NE,14.01,0.75,99.7,23,100,5.28,overcast clouds,0.0,0.0
405,Guantanamo,CU,20.14,-75.21,89.6,75,20,13.87,few clouds,0.0,0.0
406,Qaqortoq,GL,60.72,-46.03,55.4,35,75,5.82,broken clouds,0.0,0.0
407,Viedma,AR,-40.81,-63.0,51.4,74,96,18.66,overcast clouds,0.0,0.0
408,Batsfjord,NO,70.63,29.72,45.95,75,6,1.97,clear sky,0.0,0.0
409,Raudeberg,NO,61.99,5.14,66.2,72,100,0.67,overcast clouds,0.0,0.0
410,Shetpe,KZ,44.17,52.12,83.89,19,69,22.59,broken clouds,0.0,0.0
411,Santa Cruz Cabralia,BR,-16.28,-39.02,78.8,61,22,6.93,few clouds,0.0,0.0
412,Olafsvik,IS,64.89,-23.71,51.62,85,95,4.34,overcast clouds,0.0,0.0
413,Khed Brahma,IN,24.03,73.05,85.95,67,52,9.82,moderate rain,2.1,0.0
414,Eyemouth,GB,55.87,-2.09,64.0,7,2,8.81,clear sky,0.0,0.0
415,Rosetta,EG,31.4,30.42,75.2,73,0,8.05,clear sky,0.0,0.0
416,Pemba,MZ,-12.97,40.52,77.05,71,99,18.41,overcast clouds,0.0,0.0
417,Pitimbu,BR,-7.47,-34.81,78.8,83,75,12.75,broken clouds,0.0,0.0
418,Harper,LR,4.38,-7.72,78.24,80,100,7.02,overcast clouds,0.0,0.0
419,Pindi Gheb,PK,33.24,72.27,80.6,57,0,2.24,clear sky,0.0,0.0
420,Bria,CF,6.54,21.99,71.15,93,100,1.45,light rain,0.5,0.0
421,Rafai,CF,4.95,23.92,69.66,95,100,1.01,light rain,0.2,0.0
422,Mlowo,TZ,-9.0,32.98,53.69,86,7,5.59,clear sky,0.0,0.0
423,Jalu,LY,29.03,21.55,93.06,12,0,5.06,clear sky,0.0,0.0
424,La Tuque,CA,47.43,-72.78,85.87,43,55,6.35,broken clouds,0.0,0.0
425,Nsunga,TZ,-1.14,31.39,69.8,83,77,0.56,broken clouds,0.0,0.0
426,Sovetskaya,RU,44.78,41.17,71.01,6,96,5.99,light rain,0.5,0.0
427,Tucupita,VE,9.06,-62.05,87.75,66,33,5.53,light rain,0.4,0.0
428,Paamiut,GL,61.99,-49.67,40.28,83,70,27.13,broken clouds,0.0,0.0
429,Vila Do Maio,CV,15.13,-23.22,78.8,65,20,19.46,few clouds,0.0,0.0
430,Talcahuano,CL,-36.72,-73.12,55.4,93,90,13.87,moderate rain,0.0,0.0
431,Soyo,AO,-6.13,12.37,74.17,89,0,7.87,clear sky,0.0,0.0
432,Honningsvag,NO,70.98,25.97,44.08,82,0,5.08,clear sky,0.0,0.0
433,Aksarka,RU,66.56,67.8,46.11,62,90,16.62,overcast clouds,0.0,0.0
434,Polunochnoye,RU,60.87,60.42,42.85,77,88,8.1,overcast clouds,0.0,0.0
435,Corum,TR,40.5,34.75,55.69,89,87,0.78,overcast clouds,0.0,0.0
436,Joshimath,IN,30.57,79.57,63.99,53,98,1.79,light rain,0.2,0.0
437,Doka,SD,13.52,35.77,84.22,57,87,9.33,overcast clouds,0.0,0.0
438,Langley Park,US,38.99,-76.98,71.6,83,75,10.96,broken clouds,0.0,0.0
439,Mustasaari,FI,63.11,21.68,60.8,72,29,10.29,scattered clouds,0.0,0.0
440,Riyadh,SA,24.69,46.72,95.0,13,100,6.93,overcast clouds,0.0,0.0
441,Urucara,BR,-2.54,-57.76,86.58,65,100,3.62,light rain,0.1,0.0
442,Portree,GB,57.41,-6.19,62.01,54,45,15.99,scattered clouds,0.0,0.0
443,Sovetskiy,RU,61.36,63.58,42.28,78,15,8.37,few clouds,0.0,0.0
444,Tarancon,ES,40.01,-3.01,82.99,24,20,5.82,few clouds,0.0,0.0
445,Eyl,SO,7.98,49.82,81.12,69,82,22.86,broken clouds,0.0,0.0
446,Agirish,RU,61.92,63.02,39.87,87,64,9.24,broken clouds,0.0,0.0
447,Berbera,SO,10.44,45.01,94.48,36,63,9.19,broken clouds,0.0,0.0
448,Sawakin,SD,19.11,37.33,83.59,53,100,7.11,overcast clouds,0.0,0.0
449,Neokhorion,GR,41.18,23.25,73.99,72,68,1.01,broken clouds,0.0,0.0
450,Urumqi,CN,43.8,87.6,57.2,87,75,4.47,light intensity shower rain,0.0,0.0
451,Bezhanitsy,RU,56.98,29.89,61.95,90,100,7.07,overcast clouds,0.0,0.0
452,Sao Jose Da Coroa Grande,BR,-8.9,-35.15,77.41,78,0,14.07,clear sky,0.0,0.0
453,Galle,LK,6.04,80.22,81.95,83,100,14.74,overcast clouds,0.0,0.0
454,Omboue,GA,-1.57,9.26,74.19,91,98,8.23,overcast clouds,0.0,0.0
455,Tral,IN,33.93,75.1,61.02,56,3,1.74,clear sky,0.0,0.0
456,Khorramshahr,IR,30.44,48.17,95.0,20,0,4.7,clear sky,0.0,0.0
457,Viljoenskroon,ZA,-27.21,26.95,48.13,52,0,0.83,clear sky,0.0,0.0
458,Fleetwood,GB,53.93,-3.01,64.99,68,20,3.36,few clouds,0.0,0.0
459,Aljezur,PT,37.32,-8.8,77.0,53,0,15.14,clear sky,0.0,0.0
460,Irtyshskiy,RU,58.33,68.13,50.36,92,87,7.14,overcast clouds,0.0,0.0
461,Oranjestad,AW,12.52,-70.03,87.8,70,40,19.46,scattered clouds,0.0,0.0
462,Trelleborg,SE,55.38,13.16,64.99,88,75,9.17,broken clouds,0.0,0.0
463,Herat,AF,34.5,62.0,71.58,20,0,8.66,clear sky,0.0,0.0
464,Graaff-Reinet,ZA,-32.25,24.53,57.79,35,0,11.72,clear sky,0.0,0.0
465,Paragominas,BR,-2.97,-47.48,85.03,68,9,3.15,clear sky,0.0,0.0
466,Chicama,PE,-7.84,-79.15,73.36,57,2,10.13,clear sky,0.0,0.0
467,Arnedo,ES,42.22,-2.1,78.8,50,0,5.82,clear sky,0.0,0.0
468,Meleuz,RU,52.97,55.92,59.83,77,0,2.68,clear sky,0.0,0.0
469,Oktyabrskoye,RU,43.06,44.74,66.2,82,100,4.47,light rain,0.5,0.0
470,Chama,CH,47.18,8.46,63.0,77,90,11.41,light rain,0.0,0.0
471,Cremona,IT,45.23,9.93,71.01,70,0,4.03,clear sky,0.0,0.0
472,Zaysan,KZ,47.47,84.87,47.17,74,56,10.56,broken clouds,0.0,0.0
473,Grand Gaube,MU,-20.01,57.66,72.0,77,96,8.99,overcast clouds,0.0,0.0
474,Bousso,TD,10.48,16.71,85.05,58,100,5.7,light rain,0.2,0.0
475,Villaviciosa,ES,43.48,-5.44,64.99,78,34,1.72,scattered clouds,0.0,0.0
476,Cacoal,BR,-11.44,-61.45,86.99,60,76,0.92,broken clouds,0.0,0.0
477,Wajir,KE,1.75,40.06,79.5,56,51,21.74,broken clouds,0.0,0.0
478,Humenne,SK,48.94,21.92,60.01,92,73,1.25,broken clouds,0.0,0.0
479,Loding,NO,67.3,14.75,71.6,49,0,8.05,clear sky,0.0,0.0
480,Talara,PE,-4.58,-81.27,75.2,64,2,14.99,clear sky,0.0,0.0
481,Ravar,IR,31.27,56.81,89.31,12,75,4.92,broken clouds,0.0,0.0
482,Severodvinsk,RU,64.56,39.83,48.2,66,40,4.47,scattered clouds,0.0,0.0
483,Kuusamo,FI,65.97,29.18,60.8,44,14,2.24,few clouds,0.0,0.0
484,Zonguldak,TR,41.25,31.83,58.89,81,0,5.66,clear sky,0.0,0.0
485,Pompeu,BR,-19.22,-44.94,73.15,59,1,3.76,clear sky,0.0,0.0
486,Antofagasta,CL,-23.65,-70.4,62.6,63,20,12.75,few clouds,0.0,0.0
487,Havelock,US,34.88,-76.9,86.0,51,75,6.93,broken clouds,0.0,0.0
488,Zvenigovo,RU,55.97,48.02,60.8,55,20,8.95,few clouds,0.0,0.0
489,Santa Rosa,PH,14.31,121.11,80.6,88,20,0.96,few clouds,0.0,0.0
490,Ugoofaaru,MV,5.67,73.0,83.88,77,100,13.69,overcast clouds,0.0,0.0
491,Novo Aripuana,BR,-5.12,-60.38,90.61,47,100,3.53,overcast clouds,0.0,0.0
492,Faya,SA,18.39,42.45,77.0,47,100,3.67,overcast clouds,0.0,0.0
493,Rumonge,BI,-3.97,29.44,72.97,65,35,2.84,scattered clouds,0.0,0.0
494,Codroipo,IT,45.96,12.98,70.0,71,24,0.6,few clouds,0.0,0.0
495,Navrongo,GH,10.9,-1.09,87.75,43,63,5.55,broken clouds,0.0,0.0
496,Kutahya,TR,39.42,29.98,66.2,77,20,3.36,few clouds,0.0,0.0
497,Dejen,ET,10.17,38.13,61.34,77,100,4.94,light rain,0.1,0.0
498,Swinford,IE,53.95,-8.95,55.99,94,100,13.0,moderate rain,2.1,0.0
499,Ayorou,NE,14.73,0.92,99.79,23,100,0.65,overcast clouds,0.0,0.0
500,Moissac,FR,44.1,1.09,70.0,64,23,4.7,few clouds,0.0,0.0
501,Strezhevoy,RU,60.73,77.59,50.0,87,75,15.66,light intensity shower rain,0.0,0.0
502,Mayumba,GA,-3.43,10.66,74.3,88,56,6.06,broken clouds,0.0,0.0
503,Rock Hill,US,34.92,-81.03,88.0,65,90,3.33,light rain,0.2,0.0
504,Dzheguta,RU,43.97,42.04,57.27,76,89,6.22,overcast clouds,0.0,0.0
505,Geraldton,AU,-28.77,114.6,48.2,93,0,4.7,clear sky,0.0,0.0
506,Sur,OM,22.57,59.53,86.27,65,42,15.97,scattered clouds,0.0,0.0
507,Izhmorskiy,RU,56.19,86.64,40.73,81,100,2.84,overcast clouds,0.0,0.0
508,Chimore,BO,-16.98,-65.13,79.3,85,81,2.39,light rain,0.6,0.0
509,Astana,KZ,51.18,71.45,46.4,81,24,6.71,few clouds,0.0,0.0
510,Grootfontein,NA,-19.57,18.12,50.27,48,3,5.48,clear sky,0.0,0.0
511,Agadir,MA,30.42,-9.6,69.8,77,20,12.75,few clouds,0.0,0.0
512,Bama,NG,11.52,13.69,89.74,42,0,9.24,clear sky,0.0,0.0
513,Mezen,RU,65.85,44.24,42.1,80,100,12.03,overcast clouds,0.0,0.0
514,Lilongwe,MW,-13.97,33.79,58.5,67,34,4.85,scattered clouds,0.0,0.0
515,Santa Maria Da Vitoria,BR,-13.39,-44.19,82.31,44,8,5.44,clear sky,0.0,0.0
516,Belyy Yar,RU,53.6,91.39,51.8,87,40,6.71,scattered clouds,0.0,0.0
517,Doha,QA,25.29,51.53,87.8,55,0,2.24,clear sky,0.0,0.0
518,Samarina,RU,57.89,27.81,64.4,72,0,6.71,clear sky,0.0,0.0
519,Mucurapo,TT,10.67,-61.53,89.6,62,40,14.99,scattered clouds,0.0,0.0
520,Camopi,GF,3.17,-52.32,79.38,94,100,3.27,light rain,1.0,0.0
521,Jutai,BR,-5.18,-68.9,83.86,81,37,2.89,light rain,1.0,0.0
522,Surgut,RU,61.25,73.42,50.0,100,75,13.42,light intensity shower rain,0.0,0.0
523,Hofn,IS,64.25,-15.21,51.49,91,62,6.17,broken clouds,0.0,0.0
524,Las Palmas,ES,28.42,-14.01,73.4,73,20,18.34,few clouds,0.0,0.0
525,Neumunster,DE,54.07,9.98,66.0,71,100,5.99,overcast clouds,0.0,0.0
526,Plettenberg Bay,ZA,-34.05,23.37,59.52,84,95,4.65,overcast clouds,0.0,0.0
527,Cochrane,CA,51.18,-114.47,75.2,33,90,8.95,overcast clouds,0.0,0.0
528,Alberton,CA,46.82,-64.07,58.01,85,53,11.36,broken clouds,0.0,0.0
529,Khandbari,NP,27.37,87.2,72.37,70,30,1.45,light rain,0.1,0.0
530,Douentza,ML,15.0,-2.95,92.98,32,75,10.13,broken clouds,0.0,0.0
531,Cacu,BR,-18.56,-51.13,79.66,51,9,5.7,clear sky,0.0,0.0
532,Bosaso,SO,11.28,49.18,93.88,44,8,11.65,clear sky,0.0,0.0
533,Wieliczka,PL,49.99,20.06,64.4,93,75,6.93,broken clouds,0.0,0.0
534,Warrington,GB,53.39,-2.58,66.99,72,100,11.41,overcast clouds,0.0,0.0
535,Sao Francisco,BR,-15.95,-44.86,79.75,47,10,3.67,clear sky,0.0,0.0
536,Maridi,SS,4.92,29.47,67.86,96,98,4.07,overcast clouds,0.0,0.0
537,Bhadrachalam,IN,17.67,80.88,82.42,74,100,3.04,light rain,0.2,0.0
538,Malkapur,IN,20.88,76.2,82.56,68,100,10.09,light rain,0.2,0.0
539,Araouane,ML,18.9,-3.53,101.14,15,42,1.97,scattered clouds,0.0,0.0
540,Tizimin,MX,21.15,-88.15,87.01,73,13,7.25,moderate rain,1.2,0.0
541,Gurupa,BR,-1.41,-51.64,85.89,66,7,3.31,clear sky,0.0,0.0
542,Bardiyah,LY,31.76,25.09,83.26,30,0,13.24,clear sky,0.0,0.0
543,Chisinau,MD,47.01,28.86,69.8,83,86,5.82,overcast clouds,0.0,0.0
544,Cascais,PT,38.7,-9.42,68.0,77,20,19.46,few clouds,0.0,0.0
545,Ngaoundere,CM,7.32,13.58,65.88,94,100,1.77,overcast clouds,0.0,0.0
546,Joao Pinheiro,BR,-17.74,-46.17,74.08,67,2,4.59,clear sky,0.0,0.0
547,Bhuban,IN,20.88,85.83,80.73,83,98,4.72,light rain,0.4,0.0
548,Richards Bay,ZA,-28.78,32.04,63.57,82,0,9.66,clear sky,0.0,0.0
549,Bereda,ES,43.27,-7.54,64.0,66,100,5.99,overcast clouds,0.0,0.0
550,Vila Velha,BR,-20.33,-40.29,80.6,69,0,12.75,clear sky,0.0,0.0
551,Grand-Santi,GF,4.25,-54.38,79.65,94,100,3.11,moderate rain,1.3,0.0
552,Iguape,BR,-24.71,-47.56,78.6,59,0,4.68,clear sky,0.0,0.0
553,Akot,IN,21.1,77.06,82.02,69,100,4.38,overcast clouds,0.0,0.0
554,Itarema,BR,-2.92,-39.92,80.96,78,7,13.58,clear sky,0.0,0.0
555,Teguise,ES,29.06,-13.56,73.4,64,20,19.46,few clouds,0.0,0.0
556,Kannangad,IN,12.31,75.11,79.48,83,26,1.83,light rain,0.2,0.0
557,Jashpurnagar,IN,22.9,84.15,76.75,85,100,4.27,moderate rain,2.2,0.0
558,Marsa Matruh,EG,31.35,27.25,77.0,44,0,5.82,clear sky,0.0,0.0
559,Port-Gentil,GA,-0.72,8.78,77.0,88,75,11.41,broken clouds,0.0,0.0
560,Kilis,TR,36.72,37.12,71.6,53,3,1.12,clear sky,0.0,0.0
561,Nizwa,OM,22.93,57.53,88.5,37,100,0.67,overcast clouds,0.0,0.0
562,Les Cayes,HT,18.2,-73.75,84.96,73,52,10.11,broken clouds,0.0,0.0
563,Dhidhdhoo,MV,6.88,73.1,83.89,78,100,16.51,light rain,0.3,0.0
564,Ginir,ET,7.13,40.7,59.36,96,38,6.53,scattered clouds,0.0,0.0
565,Lumeje,AO,-11.55,20.78,57.7,38,0,3.13,clear sky,0.0,0.0
566,Salinas,US,36.68,-121.66,72.0,63,1,12.75,clear sky,0.0,0.0
567,Lakhdenpokhya,RU,61.52,30.2,57.0,66,0,7.92,clear sky,0.0,0.0
568,Kiruna,SE,67.86,20.23,68.0,42,13,8.05,few clouds,0.0,0.0
569,Xai-Xai,MZ,-25.05,33.64,62.62,89,0,1.74,clear sky,0.0,0.0
570,Peniche,PT,39.36,-9.38,68.0,80,0,8.01,clear sky,0.0,0.0
571,Antalaha,MG,-14.9,50.28,73.56,92,99,12.59,moderate rain,1.4,0.0
572,Ust-Koksa,RU,50.27,85.61,41.76,82,100,4.65,overcast clouds,0.0,0.0
573,Derbent,RU,42.07,48.29,73.96,45,39,9.35,scattered clouds,0.0,0.0
574,Alampur,IN,15.88,78.15,85.69,60,100,12.68,light rain,0.5,0.0
575,Rancharia,BR,-22.23,-50.89,75.22,56,0,2.62,clear sky,0.0,0.0
576,Puerto Ayora,EC,-0.74,-90.35,75.2,78,20,17.22,few clouds,0.0,0.0
577,Jawhar,SO,2.78,45.5,76.37,78,0,17.29,clear sky,0.0,0.0
578,Mahuva,IN,21.09,71.76,84.36,77,100,14.61,overcast clouds,0.0,0.0
579,Aras,ES,42.56,-2.36,75.2,50,4,5.82,clear sky,0.0,0.0
580,Corpus Christi,US,27.8,-97.4,90.0,62,75,14.99,broken clouds,0.0,0.0
581,Severnyy,RU,50.68,36.55,73.4,60,75,6.71,broken clouds,0.0,0.0
582,Canto Do Buriti,BR,-8.11,-42.94,84.58,43,0,6.42,clear sky,0.0,0.0
583,Santa Vitoria,BR,-18.84,-50.12,80.64,43,65,4.92,broken clouds,0.0,0.0
584,Meulaboh,ID,4.14,96.13,77.13,85,100,7.29,light rain,0.4,0.0
585,Salekhard,RU,66.53,66.6,46.29,66,98,16.44,overcast clouds,0.0,0.0
